=== AUDIT LOG INITIATED 2026-05-19T22:15:27.990Z ===
[1:15:28 AM] 🚀 BOT STARTING — Mode: DEMO | Strategy: BOTH5 | Base Stake: $0.35
[1:15:28 AM] 🎯 Active Market Locked: V50 (Opening Balance: $10000.00)
[1:15:28 AM] 🔄 Market shift: Locking onto signal on market V75
[1:15:28 AM] 📊 [TICK EVAL] V75 | Phase: NORMAL | Dominance Met: YES (73.3% vs 65%, side: UNDER) | D5 Passed: YES (10.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: 🚀 FIRE TRADE
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (63.8% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.7% vs 75%, side: OVER) | D5 Passed: YES (4.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (66.0% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (2/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (68.1% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (70.2% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (70.2% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (70.2% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (70.2% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (70.2% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (70.2% vs 75%, side: OVER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:48 AM] 📊 [TICK EVAL] V100 | Phase: DEFENSIVE | Dominance Met: NO (69.6% vs 75%, side: OVER) | D5 Passed: YES (8.0%) | Exhaustion: NO | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
